Prix,Surface,Arrondissement,Pieces,DPE,Lien,Description,Date_scraping
1250.0,28.0,16,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293729908A1KILHAP000,Studio meublé paris 16 - victor hugo 28m². appartement de 28 m2…,2026-08-01
500.0,10.0,9,1.0,7.0,https://www.paruvendu.fr/immobilier/location/appartement/1293758008A1KILHAP000,"Studio à louer. appartement de 10 m2 à louer sur paris bonjour,…",2026-08-01
1250.0,50.0,20,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293729957A1KILHAP000,"Grand séjour avec vraie cheminée, jardin privatif. appartement de 50 m2 à…",2026-08-01
970.0,24.0,17,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293730045A1KILHAP000,Studio porte maillot. appartement de 24 m2 à louer sur paris studio…,2026-08-01
2000.0,40.0,16,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293758157A1KILHAP000,2 pièces meublé refait à neuf - bail civil. appartement de 40…,2026-08-01
920.0,20.0,15,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293758502A1KILHAP000,À louer : appartement t1 situé dans le 15ème arrondissement de paris…,2026-08-01
750.0,15.0,12,1.0,,https://www.paruvendu.fr/immobilier/location/appartement/1292667950A1KILHAP000,"Urgrnt cherche studio . cherche studio dans le 11,12 et 13 arrondissement.…",2026-08-01
1200.0,30.0,19,1.0,,https://www.paruvendu.fr/immobilier/location/appartement/1291294448A1KILHAP000,Grand studio. grand studio - cuisine sdb independantes parking et velo,2026-08-01
1150.0,47.0,18,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293760816A1KILHAP000,Appartement de 47m2 à louer sur paris 18. location appartement t2 à…,2026-08-01
1700.0,26.0,9,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762444A1KILHAP000,Studio meublé 26m². appartement de 26 m2 à louer sur paris À…,2026-08-01
800.0,26.0,14,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762421A1KILHAP000,Studio paris 14ème. appartement de 26 m2 à louer sur paris studio…,2026-08-01
1151.0,275.0,20,5.0,5.0,https://www.paruvendu.fr/immobilier/location/maison/1293762413A1KILHMN000,Menilmontant 30 - premium coliving house paris 20. maison de 275 m2…,2026-08-01
1300.0,38.0,13,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762416A1KILHAP000,Location appartement 2 pièces paris 13è. appartement de 38 m2 à louer…,2026-08-01
2000.0,66.0,12,4.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762417A1KILHAP000,Bel appartement meublé 66m² lumineux exposé sud. appartement de 66 m2 à…,2026-08-01
680.0,11.0,8,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762390A1KILHAP000,Studette top emplacement etoile. appartement de 11 m2 à louer sur paris…,2026-08-01
900.0,20.0,6,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762374A1KILHAP000,Studio meublé paris 6ème. appartement de 20 m2 à louer sur paris…,2026-08-01
1460.0,39.0,19,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762308A1KILHAP000,2 pièces meublé – 38 m² – paris 19e. appartement de 39…,2026-08-01
1400.0,47.0,13,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762284A1KILHAP000,Location appartement 2 pièces 47 m² paris 13e. chambre de 47 m2…,2026-08-01
1350.0,36.0,16,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762280A1KILHAP000,"Studio 36m2 meublé à louer, paris 16e 1350e cc. appartement de 36…",2026-08-01
1450.0,42.0,13,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762274A1KILHAP000,Appartement 42 m² calme 2ème étage place d'italie. appartement de 42 m2…,2026-08-01
1050.0,24.0,10,1.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762271A1KILHAP000,Location studio meublé canal st martin. appartement de 24 m2 à louer…,2026-08-01
1490.0,50.0,20,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762261A1KILHAP000,Charmant 2 pièces meublé de 50m2. appartement de 50 m2 à louer…,2026-08-01
1400.0,27.0,18,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762231A1KILHAP000,Coup de coeur... vue urbaine degagee.. lumineux. appartement de 27 m2 à…,2026-08-01
1520.0,37.0,16,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762213A1KILHAP000,Location immobilier. appartement de 37 m2 à louer sur paris location meublée…,2026-08-01
800.0,26.0,19,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762329A1KILHAP000,Grand studio paris 19ème. appartement de 26 m2 à louer sur paris…,2026-08-01
1195.0,32.0,17,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762297A1KILHAP000,P17 rue pouchet meublé 2 pièces rdc sur jardin. appartement de 32…,2026-08-01
1115.0,32.0,16,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762210A1KILHAP000,Studio paris 16 passy. appartement de 32 m2 à louer sur paris…,2026-08-01
1800.0,55.0,4,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762423A1KILHAP000,Appartement à louer neuf. appartement de 55 m2 à louer sur paris…,2026-08-01
1500.0,31.0,11,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293762321A1KILHAP000,Beau studio/f1bis meublé 31m² avec balcon. appartement de 31 m2 à louer…,2026-08-01
900.0,28.0,11,1.0,6.0,https://www.paruvendu.fr/immobilier/location/appartement/1293764000A1KILHAP000,Meublée d'un appartement type f1 ou studio 28 m2.. nous mettons en…,2026-08-01
2050.0,72.0,3,3.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293788957A1KILHAP000,"Appartement 3 pièces 72 m². paris 3è, proche conservatoire des arts-et-métiers beau…",2026-08-03
785.0,11.0,6,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293776835A1KILHAP000,Location studio 1 pièce. iad france - fatiha el idrissi vous propose:…,2026-08-03
1760.0,50.0,19,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785327A1KILHAP000,Location appartement 2 pièces 50 m² paris 19e. appartement de 50 m2…,2026-08-03
1200.0,25.0,13,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785328A1KILHAP000,Studio 25m² meublé plein sud sur terrasse/jardin. appartement de 25 m2 à…,2026-08-03
1100.0,17.0,17,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785326A1KILHAP000,Studio meublé 17 m² – paris 17e – rue pouchet. appartement de…,2026-08-03
1195.0,44.0,10,2.0,6.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785283A1KILHAP000,Agréable 2 pièces 44 m2 à paris 10ème. appartement de 44 m2…,2026-08-03
695.0,80.0,12,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785280A1KILHAP000,Belle chambre ensoleillée dans coloc 80m². chambre de 80 m2 à louer…,2026-08-03
6500.0,85.0,15,4.0,7.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785275A1KILHAP000,Appart 3 chambres#3sdb#champ de mars#tour eiffel. appartement de 85 m2 à louer…,2026-08-03
800.0,21.0,17,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785261A1KILHAP000,Studio meublé. boulevard gouvion saint cyr.. appartement de 21 m2 à louer…,2026-08-03
1500.0,28.0,18,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785247A1KILHAP000,Beau studio meublé 28m². appartement de 28 m2 à louer sur paris…,2026-08-03
650.0,11.0,12,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785246A1KILHAP000,Studio etudiant rue claude decaen. appartement de 11 m2 à louer sur…,2026-08-03
900.0,26.0,14,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785200A1KILHAP000,Studio meublé paris 14ème. appartement de 26 m2 à louer sur paris…,2026-08-03
1080.0,15.0,15,1.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785191A1KILHAP000,Somptueux studio meublé et climatisé - haute stand. appartement de 15 m2…,2026-08-03
1350.0,27.0,15,1.0,7.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785187A1KILHAP000,Très beau studio spacieux et lumineux. appartement de 27 m2 à louer…,2026-08-03
830.0,20.0,19,1.0,7.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785164A1KILHAP000,"Studio dernier étage, vue imprenable. appartement de 20 m2 à louer sur…",2026-08-03
745.0,11.0,9,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785163A1KILHAP000,Paris 9 - martyrs - studette meublée. appartement de 11 m2 à…,2026-08-03
1450.0,32.0,10,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785154A1KILHAP000,Beau studio/loft 32m². appartement de 32 m2 à louer sur paris il…,2026-08-03
1100.0,17.0,17,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785129A1KILHAP000,Studio meublé 17 m² – paris 17e – rue pouchet. appartement de…,2026-08-03
590.0,34.0,11,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785123A1KILHAP000,Chambre dans appartement 2 pièces en colocation. chambre de 34 m2 à…,2026-08-03
1450.0,33.0,19,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777391A1KILHAP000,Charmant studio à jourdain meublé. appartement de 33 m2 à louer sur…,2026-08-03
1338.0,32.0,9,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777381A1KILHAP000,Location appartement semi-meublé lafayette paris. appartement de 32 m2 à louer sur…,2026-08-03
1015.0,23.0,19,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777379A1KILHAP000,Location studio paris. appartement de 23 m2 à louer sur paris quasi…,2026-08-03
1450.0,36.0,16,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777377A1KILHAP000,Beau studio meublé 36m² très calme et sécurisé. appartement de 36 m2…,2026-08-03
1850.0,55.0,15,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777371A1KILHAP000,Beau 2p 55m² dans le quartier animé de cambronne. appartement de 55…,2026-08-03
1600.0,33.0,18,2.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777369A1KILHAP000,T3 superbe idéal. appartement de 33 m2 à louer sur paris charmant…,2026-08-03
1000.0,30.0,18,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777361A1KILHAP000,"Appartement sur cour et jardin, calme et lumineux. appartement de 30 m2…",2026-08-03
1500.0,32.0,14,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777346A1KILHAP000,Charmant 2p meublé 32m² sur cour privative. appartement de 32 m2 à…,2026-08-03
1400.0,48.0,18,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777331A1KILHAP000,2 pièces à louer. appartement de 48 m2 à louer sur paris…,2026-08-03
1189.0,42.0,19,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777321A1KILHAP000,2 pièces paris 19ème. appartement de 42 m2 à louer sur paris…,2026-08-03
800.0,14.0,16,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777302A1KILHAP000,Location appartement 16eme. appartement de 14 m2 à louer sur paris appartement…,2026-08-03
1150.0,22.0,15,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777281A1KILHAP000,Studio meublé paris 15e. appartement de 22 m2 à louer sur paris…,2026-08-03
1298.0,40.0,10,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777266A1KILHAP000,Appartement lumineux et bien équipé. appartement de 40 m2 à louer sur…,2026-08-03
900.0,26.0,14,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777257A1KILHAP000,Studio meublé paris 14ème. appartement de 26 m2 à louer sur paris…,2026-08-03
920.0,17.0,17,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777237A1KILHAP000,Studio meublé. appartement de 17 m2 à louer sur paris studio meublé…,2026-08-03
1300.0,37.0,18,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777229A1KILHAP000,Appartement meublé avec balcon dernier étage. appartement de 37 m2 à louer…,2026-08-03
995.0,20.0,15,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777208A1KILHAP000,Studio meublé métro commerce paris 15ème. appartement de 20 m2 à louer…,2026-08-03
1150.0,24.0,13,1.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777191A1KILHAP000,Beau studio 24m² avec balcon. appartement de 24 m2 à louer sur…,2026-08-03
1350.0,40.0,15,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777181A1KILHAP000,Beau 2 pièces à deux par du parc georges brassens. appartement de…,2026-08-03
630.0,12.0,13,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785188A1KILHAP000,Studio calme à paris 13ème. appartement de 12 m2 à louer sur…,2026-08-03
1450.0,34.0,17,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785258A1KILHAP000,Charmant appartement meublé – vue dégagée. appartement de 34 m2 à louer…,2026-08-03
2200.0,49.0,7,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785295A1KILHAP000,Appartement paris 7e 49m2 meublée. appartement de 49 m2 à louer sur…,2026-08-03
1599.0,49.0,12,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785316A1KILHAP000,Beau 2p meublé 49m². appartement de 49 m2 à louer sur paris…,2026-08-03
1300.0,28.0,20,1.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785212A1KILHAP000,Lumineux studio 28m2- 75020. appartement de 28 m2 à louer sur paris…,2026-08-03
570.0,11.0,16,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785315A1KILHAP000,"Beau studio calme et lumineux, immeuble standing. appartement de 11 m2 à…",2026-08-03
1770.0,51.0,15,3.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785344A1KILHAP000,Beau 3p meublé 51 m². appartement de 51 m2 à louer sur…,2026-08-03
950.0,35.0,11,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785193A1KILHAP000,Bibliothèque sous la lune. chambre de 35 m2 à louer sur paris…,2026-08-03
1150.0,30.0,12,1.0,1.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785171A1KILHAP000,Grand studio avec balcon paris 12ème. appartement de 30 m2 à louer…,2026-08-03
1950.0,56.0,18,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777193A1KILHAP000,Appartement 2 pièces 56 m² - meublé - mairie 18e. appartement de…,2026-08-03
1200.0,31.0,8,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785338A1KILHAP000,Studio paris station europe 31m2. appartement de 31 m2 à louer sur…,2026-08-03
1000.0,35.0,19,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785177A1KILHAP000,Appartement 37m² lumineux et bien placé. appartement de 35 m2 à louer…,2026-08-03
1490.0,25.0,12,1.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777338A1KILHAP000,"Studio meublé, vue exceptionnelle, rue commerçante. appartement de 25 m2 à louer…",2026-08-03
1250.0,18.0,15,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785276A1KILHAP000,Studio meublé à louer. appartement de 18 m2 à louer sur paris…,2026-08-03
1500.0,34.0,9,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293785119A1KILHAP000,Studio meublé à louer. appartement de 34 m2 à louer sur paris…,2026-08-03
1588.0,32.0,16,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293777327A1KILHAP000,Petit appartement parfaitement équipé trocadéro. appartement de 32 m2 à louer sur…,2026-08-03
1650.0,42.0,11,3.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293827883A1KILHAP000,"3 pièces faubourg du temple. paris xi, bas belleville. nous vous proposons…",2026-08-04
2050.0,56.0,17,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293811636A1KILHAP000,Appartement de 56m2 à louer sur paris 17. location appartement t2 à…,2026-08-04
1295.0,36.0,12,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293654871A1KILHAP000,Studio loué meublé - reuilly diderot. l'adresse nation a le plaisir de…,2026-08-04
3120.0,87.0,10,4.0,,https://www.paruvendu.fr/immobilier/location/appartement/1251711956A1KILHAP000,Meublé 4 pièces marché st quentin métro gare du nord . paris…,2026-08-04
980.0,18.0,18,1.0,1.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815765A1KILHAP000,Petit nid douillet à montmartre. appartement de 18 m2 à louer sur…,2026-08-04
1635.0,43.0,15,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815747A1KILHAP000,Loue un f2. appartement de 43 m2 à louer sur paris loue…,2026-08-04
830.0,18.0,16,2.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815751A1KILHAP000,Studio 18m2 paris 16. appartement de 18 m2 à louer sur paris…,2026-08-04
1270.0,40.0,20,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815745A1KILHAP000,Grand studio. appartement de 40 m2 à louer sur paris grand studio…,2026-08-04
537.0,16.0,12,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815746A1KILHAP000,Studio paris 12ème bel air. appartement de 16 m2 à louer sur…,2026-08-04
1600.0,40.0,1,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815737A1KILHAP000,2 pièces haussmanien lunimeux. appartement de 40 m2 à louer sur paris…,2026-08-04
900.0,22.0,12,2.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815717A1KILHAP000,Location bail mobilité etudiant - studio 22 m2. appartement de 22 m2…,2026-08-04
1200.0,25.0,5,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815701A1KILHAP000,Charmant studio meublé 25m² avec mezzanine. appartement de 25 m2 à louer…,2026-08-04
480.0,8.0,7,1.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815658A1KILHAP000,Chambre à louer en plein paris. appartement de 8 m2 à louer…,2026-08-04
1000.0,31.0,11,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815654A1KILHAP000,Studio 31m2 métro saint maur. appartement de 31 m2 à louer sur…,2026-08-04
1250.0,24.0,5,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815639A1KILHAP000,Location studio. appartement de 24 m2 à louer sur paris idéalement situé…,2026-08-04
880.0,9.0,15,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815633A1KILHAP000,Studette à louer – paris 15e (métro convention). appartement de 9 m2…,2026-08-04
1625.0,38.0,10,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815608A1KILHAP000,Magnifique 2 pièces paris 10è. appartement de 38 m2 à louer sur…,2026-08-04
1100.0,21.0,17,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815609A1KILHAP000,Charmant 2p meublé 21m² près de l'hôpital bichat. appartement de 21 m2…,2026-08-04
850.0,27.0,14,2.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815595A1KILHAP000,Location paris 14. appartement de 27 m2 à louer sur paris À…,2026-08-04
680.0,15.0,20,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815584A1KILHAP000,Studio à louer. appartement de 15 m2 à louer sur paris quartier…,2026-08-04
700.0,13.0,13,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815566A1KILHAP000,Studio paris 13e. appartement de 13 m2 à louer sur paris loue…,2026-08-04
1200.0,28.0,7,2.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815564A1KILHAP000,T1bis avec coin nuit isolé rénové calme sur cours. appartement de 28…,2026-08-04
1800.0,42.0,17,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815557A1KILHAP000,Rioja retreat. appartement de 42 m2 à louer sur paris découvrez l'élégance…,2026-08-04
880.0,26.0,20,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815541A1KILHAP000,Studio 26 m2 pelleport. appartement de 26 m2 à louer sur paris…,2026-08-04
1410.0,35.0,17,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815533A1KILHAP000,Magnifique t1bis/2p meublé 35m². appartement de 35 m2 à louer sur paris…,2026-08-04
1400.0,33.0,16,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815524A1KILHAP000,Studio meublé 33 m² paris 16e. appartement de 33 m2 à louer…,2026-08-04
1670.0,34.0,8,2.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815517A1KILHAP000,Loue meublé appartement 2 pièces 34 m² paris 8e. appartement de 34…,2026-08-04
720.0,12.0,18,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815510A1KILHAP000,Loue studette de charme montmartre. appartement de 12 m2 à louer sur…,2026-08-04
1650.0,46.0,17,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802531A1KILHAP000,Superbe 2 pièces 46 m2 meublé et lumineux. appartement de 46 m2…,2026-08-04
1680.0,35.0,14,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802523A1KILHAP000,Magnifique t2 meublé - bail mobilité uniqmnt !. appartement de 35 m2…,2026-08-04
870.0,35.0,20,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802507A1KILHAP000,2 pièces à paris 20è métro jourdain. appartement de 35 m2 à…,2026-08-04
1330.0,37.0,20,2.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802491A1KILHAP000,Superbe 2p meublé 37m² à ménilmontant. appartement de 37 m2 à louer…,2026-08-04
1050.0,19.0,10,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802473A1KILHAP000,"Magnifique studio république, canal saint martin,. appartement de 19 m2 à louer…",2026-08-04
1300.0,20.0,5,1.0,7.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802457A1KILHAP000,A 250 m de notre dame de paris. appartement de 20 m2…,2026-08-04
1900.0,51.0,17,2.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802454A1KILHAP000,"2 pièces 51,68m2 porte des ternes. appartement de 51 m2 à louer…",2026-08-04
1200.0,23.0,17,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802440A1KILHAP000,Quartier ternes - place de l'etoile. appartement de 23 m2 à louer…,2026-08-04
600.0,15.0,11,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802433A1KILHAP000,Appartement 2 pièces 15 mètres. appartement de 15 m2 à louer sur…,2026-08-04
1250.0,37.0,20,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802360A1KILHAP000,Location meublée appartement 2 pièces 37 m² paris. appartement de 37 m2…,2026-08-04
550.0,9.0,7,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802349A1KILHAP000,Location t1 paris 7eme. appartement de 9 m2 à louer sur paris…,2026-08-04
600.0,10.0,1,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802343A1KILHAP000,Studio a louer - 75016. appartement de 10 m2 à louer sur…,2026-08-04
1240.0,21.0,16,1.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802336A1KILHAP000,Studio meublé 21m² refait metro ranelagh. appartement de 21 m2 à louer…,2026-08-04
1050.0,40.0,20,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802327A1KILHAP000,Beau 2 pièces proche gambetta. appartement de 40 m2 à louer sur…,2026-08-04
1250.0,37.0,14,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802307A1KILHAP000,Beau 2pièces meublé paris 14. appartement de 37 m2 à louer sur…,2026-08-04
1150.0,22.0,15,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802511A1KILHAP000,Studio meublé paris 15e. appartement de 22 m2 à louer sur paris…,2026-08-04
1400.0,47.0,13,2.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815570A1KILHAP000,Location appartement 2 pièces 47 m² paris 13e. chambre de 47 m2…,2026-08-04
1580.0,33.0,6,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802452A1KILHAP000,"Beau studio cosy 33m² refait, et meublé paris 6. appartement de 33…",2026-08-04
1367.0,29.0,11,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815695A1KILHAP000,Grand studio rénové avec vue panoramique sur paris. appartement de 29 m2…,2026-08-04
950.0,18.0,16,1.0,6.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815532A1KILHAP000,Charmant studio meublé de 18m². appartement de 18 m2 à louer sur…,2026-08-04
1770.0,42.0,13,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802478A1KILHAP000,"Beau 2p 42,5 m² orienté ouest avec balcon filant. appartement de 42…",2026-08-04
950.0,18.0,2,1.0,3.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802451A1KILHAP000,Superbe studio meublé 18m² au calme. appartement de 18 m2 à louer…,2026-08-04
1325.0,36.0,17,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815760A1KILHAP000,Location meublée appartement 2 pièces 36 m² paris. chambre de 36 m2…,2026-08-04
550.0,14.0,9,1.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815644A1KILHAP000,Studette meublé totalement rénové montmartre. appartement de 14 m2 à louer sur…,2026-08-04
2150.0,74.0,14,3.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815643A1KILHAP000,Appartement 3 pièces 74m2. appartement de 74 m2 à louer sur paris…,2026-08-04
1150.0,30.0,12,1.0,1.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802471A1KILHAP000,Grand studio avec balcon paris 12ème. appartement de 30 m2 à louer…,2026-08-04
1850.0,45.0,3,2.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815667A1KILHAP000,Beau 2p meublé 45m² au cœur du haut marais. appartement de 45…,2026-08-04
1640.0,45.0,15,2.0,2.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815521A1KILHAP000,Charmant 2p meublé 45m². appartement de 45 m2 à louer sur paris…,2026-08-04
710.0,11.0,17,1.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815709A1KILHAP000,"Loue studette, 11m2 à paris 17è, wagram. appartement de 11 m2 à…",2026-08-04
1720.0,41.0,11,2.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293802515A1KILHAP000,Charmant 2p 41m² meublé calme et lumineux. appartement de 41 m2 à…,2026-08-04
700.0,11.0,18,1.0,7.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815641A1KILHAP000,Chambre paris. chambre de 11 m2 à louer sur paris jolie chambre…,2026-08-04
1267.0,68.0,1,1.0,5.0,https://www.paruvendu.fr/immobilier/location/appartement/1293815514A1KILHAP000,Appartement calme et lumineux à chatelet. chambre de 68 m2 à louer…,2026-08-04
1925.0,50.0,11,3.0,4.0,https://www.paruvendu.fr/immobilier/location/appartement/1293835605A1KILHAP000,"3 pièces avec parquet, moulures & cheminées. l'adresse nation vous présente à…",2026-08-04
